Date,Prediction
2019-01-01,593.0398937775734
2019-02-01,514.5349450014141
2019-03-01,607.3324782381133
2019-04-01,581.560611720188
2019-05-01,517.8390512356973
2019-06-01,617.8316896371749
2019-07-01,565.3312476905674
2019-08-01,526.3818162062267
2019-09-01,624.0825361559753
2019-10-01,549.5462519804777
2019-11-01,538.463237554951
2019-12-01,625.8286581631263
2020-01-01,535.4436021101726
2020-02-01,553.0962613918576
2020-03-01,622.9292594516216
2020-04-01,524.1860779955299
